派案單號,案件序號,案件來源,專案名稱,業者名稱,業者主業別,業者次業別,行政區,地址,地址備註,稽查日期,表單名稱,稽查結果代碼,稽查結果,FORM_LOG_ID,最後更新日期,CR_DATETIME,UP_DATETIME
A107022700617,80,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,三芝國小,餐飲業,學校自製午餐,三芝區,育英街22號,,20180501,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00080-1-GHP,58:36.7,24:27.6,NULL
A107022700617,81,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,汐止北港國小,國民中小學,國民中小學,汐止區,汐萬路2段277號,,20180509,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00081-1-GHP,58:37.1,24:27.6,NULL
A107022700617,83,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,雙峰國小,餐飲業,學校自製午餐,新店區,北宜路3段66號,,20180511,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00083-1-GHP,58:37.9,24:27.6,NULL
A107022700617,87,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,中山國民小學,國民中小學,國民中小學,板橋區,大觀路2段59巷31號,,20180517,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00087-1-GHP,58:40.0,24:27.6,NULL
A107022700617,89,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,成福國小,餐飲業,學校自製午餐,三峽區,溪東路213號,,20180518,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00089-1-GHP,58:41.1,24:27.6,NULL
A107022700617,91,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,二橋國小,餐飲業,學校自製午餐,鶯歌區,中正三路106號,,20180521,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00091-1-GHP,58:42.4,24:27.6,NULL
A107022700617,92,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,吉慶國小,餐飲業,學校自製午餐,瑞芳區,大埔路95號,,20180524,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00092-1-GHP,58:43.5,24:27.6,NULL
A107022700617,93,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,瑞亭國小,餐飲業,學校自製午餐,瑞芳區,四腳亭埔路23號,,20180524,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00093-1-GHP,58:44.7,24:27.6,NULL
A107022700617,95,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,鄧公國小,餐飲業,學校自製午餐,淡水區,學府路99號,,20180522,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00095-1-GHP,58:45.6,24:27.6,NULL
A107022700617,97,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,三和國小,餐飲業,學校自製午餐,金山區,六股林口38號,,20180524,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00097-1-GHP,58:47.0,24:27.6,NULL
A107022700617,105,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,橫山國小,餐飲業,學校自製午餐,三芝區,橫山86號,橫山里,20180530,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00105-1-GHP,58:51.4,24:27.6,NULL
A107022700617,109,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,老梅國小,餐飲業,學校自製午餐,石門區,老梅路10號,,20180531,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00109-1-GHP,58:52.2,24:27.6,NULL
A107022700617,110,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,乾華國小,國民中小學,國民中小學,石門區,茂林社區74號,,20180531,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00110-1-GHP,58:52.7,24:27.6,NULL
A107022700617,112,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,新北市新莊區國泰國民小學,國民中小學,國民中小學,新莊區,中正路386號,,20180607,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00112-1-GHP,58:53.7,24:27.6,NULL
A107022700617,115,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,長安國小,國民中小學,國民中小學,汐止區,長興街1段80號,,20180608,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00115-1-GHP,58:55.2,24:27.6,NULL
A107022700617,116,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,崇德國小,國民中小學,國民中小學,汐止區,茄苳路158號,委外合作社,20180608,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00116-1-GHP,58:55.6,24:27.6,NULL
A107022700617,119,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,雙溪高中,餐飲業,學校自製午餐,雙溪區,梅竹蹊3號,,20180611,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00119-1-GHP,58:57.2,24:27.6,NULL
A107022700617,120,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,上林國小,餐飲業,學校自製午餐,雙溪區,內平林60號,,20180611,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00120-1-GHP,58:57.7,24:27.6,NULL
A107022700617,121,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,雙城國民小學,餐飲業,學校自製午餐,新店區,安康路3段322號,,20180614,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00121-1-GHP,58:58.1,24:27.6,NULL
A107022700617,126,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,興化國民小學,餐飲業,學校自製午餐,新莊區,五工二路50巷2號,,20180614,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00126-1-GHP,59:01.2,24:27.6,NULL
A107022700617,127,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,大同國小,餐飲業,學校自製午餐,樹林區,大同街43號,,20180615,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00127-1-GHP,59:01.5,24:27.6,NULL
A107022700617,128,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,瑞芳高工,餐飲業,學校自製午餐,瑞芳區,瑞芳街60號,,20180615,食品現場稽查紀錄表(GHP),A1,合格,A107022700617-00128-1-GHP,59:01.9,24:27.6,NULL
A107022700617,131,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,石碇高中,國民中小學,國民中小學,石碇區,八分寮45號,,20180620,食品現場稽查紀錄表(GHP),A1,合格,A107022700617-00131-1-GHP,59:03.5,24:27.6,NULL
A107022700617,132,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,石碇國小,國民中小學,國民中小學,石碇區,石碇西街15號,,20180620,食品現場稽查紀錄表(GHP),A1,合格,A107022700617-00132-1-GHP,59:03.9,24:27.6,NULL
A107022700617,133,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,烏來國中小學,餐飲業,學校自製午餐,烏來區,啦卡路5號,,20180622,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00133-1-GHP,59:04.4,24:27.6,NULL
A107022700617,137,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,欽賢國中,餐飲業,學校自製午餐,瑞芳區,南雅路87之1號,,20180627,食品現場稽查紀錄表(GHP),A1,合格,A107022700617-00137-1-GHP,59:05.8,24:27.6,NULL
A107022700617,142,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,建安國小,國民中小學,國民中小學,三峽區,建安路67號,,20180906,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00142-1-GHP,59:08.5,24:27.6,NULL
A107022700617,143,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,彭福國小,餐飲業,學校自製午餐,樹林區,忠孝街30號,,20180907,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00143-1-GHP,59:09.0,24:27.6,NULL
A107022700617,144,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,汐止國中,國民中小學,國民中小學,汐止區,大同路2段394號,,20180907,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00144-1-GHP,59:09.4,24:27.6,NULL
A107022700617,145,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,秀峰國小,國民中小學,國民中小學,汐止區,仁愛路90號,,20180907,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00145-1-GHP,59:09.8,24:27.6,NULL
A107022700617,147,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,瓜山國小,餐飲業,學校自製午餐,瑞芳區,五號路306號,,20180913,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00147-1-GHP,59:10.7,24:27.6,NULL
A107022700617,149,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,九份國小,餐飲業,學校自製午餐,瑞芳區,崙頂路145號,,20180919,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00149-1-GHP,59:11.8,24:27.6,NULL
A107022700617,153,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,龜山國小,餐飲業,學校自製午餐,新店區,新烏路3段99巷10號,,20180921,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00153-1-GHP,59:13.3,24:27.6,NULL
A107022700617,155,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,五寮國小,國民中小學,國民中小學,三峽區,五寮里69號,,20180920,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00155-1-GHP,59:14.3,24:27.6,NULL
A107022700617,156,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,山佳國小,餐飲業,學校自製午餐,樹林區,中山路3段5號1樓,,20180920,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00156-1-GHP,59:14.7,24:27.6,NULL
A107022700617,157,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,新北市新北特殊教育學校,餐飲業,學校自製午餐,林口區,文化北路1段425號,,20180927,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00157-1-GHP,59:16.2,24:27.6,NULL
A107022700617,159,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,新北市新北特殊教育學校,餐飲業,學校自製午餐,林口區,文化北路1段425號,,20180927,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00159-1-GHP,59:17.5,24:27.6,NULL
A107022700617,162,配合FDA稽查,FDA-107食品專案-26校園午餐稽查專案,新北市立漳和國民中學(第二校區),餐飲業,學校自製午餐,中和區,廣福路51號,,20180927,食品現場稽查紀錄表(GHP),A3,輔導改善,A107022700617-00162-1-GHP,59:19.0,24:27.6,NULL
A106100600169,153,專案,食品添加物專案輔導計畫,德裕菖有限公司,物流業,食品添加物,三重區,環河南路121之5號1樓,,20171225,食品現場稽查紀錄表(GHP),A1,合格,A106100600169-00153-1-GHP,18:26.9,24:27.6,NULL
A106100600169,154,專案,食品添加物專案輔導計畫,一心科技股份有限公司,物流業,食品添加物,中和區,連城路258號4樓之9,,20171225,食品現場稽查紀錄表(GHP),A3,輔導改善,A106100600169-00154-1-GHP,18:27.2,24:27.6,NULL
A106100600169,155,專案,食品添加物專案輔導計畫,禾亞貿易有限公司,物流業,食品添加物,三峽區,學成路278號3樓之3,,20171225,食品現場稽查紀錄表(GHP),A3,輔導改善,A106100600169-00155-1-GHP,18:27.5,24:27.6,NULL
A106100600169,156,專案,食品添加物專案輔導計畫,永昌石膏化工有限公司,物流業,食品添加物,鶯歌區,尖山路161號,,20171225,食品現場稽查紀錄表(GHP),A1,合格,A106100600169-00156-1-GHP,18:27.8,24:27.6,NULL
A106100600169,157,專案,食品添加物專案輔導計畫,旅河國際有限公司,物流業,食品添加物,中和區,和平街24巷1號6樓,,20171225,食品現場稽查紀錄表(GHP),A3,輔導改善,A106100600169-00157-1-GHP,18:28.0,24:27.6,NULL
A106100600169,158,專案,食品添加物專案輔導計畫,新順達(沐新食品有限公司),食品販賣業,食品添加物,板橋區,信義路165號1樓,,20171225,食品現場稽查紀錄表(GHP),A3,輔導改善,A106100600169-00158-1-GHP,18:28.3,24:27.6,NULL
A106100600169,159,專案,食品添加物專案輔導計畫,昶暹貿易有限公司,物流業,食品添加物,泰山區,明志路1段352巷13弄3號,,20171225,食品現場稽查紀錄表(GHP),A3,輔導改善,A106100600169-00159-1-GHP,18:28.5,24:27.6,NULL
A106100600169,160,專案,食品添加物專案輔導計畫,汎禾有限公司,物流業,食品添加物,新莊區,五權一路5號4樓之2,,20171225,食品現場稽查紀錄表(GHP),A1,合格,A106100600169-00160-1-GHP,18:28.8,24:27.6,NULL
A106100600169,161,專案,食品添加物專案輔導計畫,全鼎國際實業股份有限公司,食品販賣業,食品添加物,三重區,長興街19號1樓,,20171225,食品現場稽查紀錄表(GHP),A1,合格,A106100600169-00161-1-GHP,18:29.1,24:27.6,NULL
A106100600169,162,專案,食品添加物專案輔導計畫,和晙貿易有限公司,食品販賣業,食品添加物,新莊區,五工三路70巷19號5樓,,20171225,食品現場稽查紀錄表(GHP),A1,合格,A106100600169-00162-1-GHP,18:29.3,24:27.6,NULL
A106100600169,163,專案,食品添加物專案輔導計畫,國豐商行有限公司,食品販賣業,食品添加物,三重區,捷運路37巷20號,,20171225,食品現場稽查紀錄表(GHP),A3,輔導改善,A106100600169-00163-1-GHP,18:29.6,24:27.6,NULL
A106100600169,164,專案,食品添加物專案輔導計畫,尚倢食品有限公司(市招:尚倢食品),食品販賣業,食品添加物,中和區,景德街73號1樓,,20171225,食品現場稽查紀錄表(GHP),A3,輔導改善,A106100600169-00164-1-GHP,18:29.9,24:27.6,NULL
A106100600169,165,專案,食品添加物專案輔導計畫,豐全化工實業有限公司,食品販賣業,食品添加物,土城區,承天路12號,,20171225,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A106100600169-00165-1-GHP,18:30.2,24:27.6,NULL
A106100600169,166,專案,食品添加物專案輔導計畫,明韻有限公司,食品販賣業,食品添加物,三重區,重陽路1段20巷10之1號1樓,,20171225,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A106100600169-00166-1-GHP,18:30.5,24:27.6,NULL
A106100600169,167,專案,食品添加物專案輔導計畫,第一化工原料股份有限公司,食品販賣業,食品添加物,土城區,中山路3段122號1樓,,20171225,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A106100600169-00167-1-GHP,18:30.7,24:27.6,NULL
A106100600169,168,專案,食品添加物專案輔導計畫,優準企業股份有限公司,食品販賣業,食品添加物,新店區,永業路81巷58號1樓,,20171225,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A106100600169-00168-1-GHP,18:31.0,24:27.6,NULL
A106100600169,169,專案,食品添加物專案輔導計畫,良日化工原料有限公司,食品販賣業,食品添加物,新莊區,瓊泰路94巷44號5樓,,20171225,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A106100600169-00169-1-GHP,18:31.3,24:27.6,NULL
A106100600169,170,專案,食品添加物專案輔導計畫,金益化學工廠有限公司,非食品業,非食品業,土城區,中央路1段365巷16號,,20171225,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A106100600169-00170-1-GHP,18:31.5,24:27.6,NULL
A106100600169,171,專案,食品添加物專案輔導計畫,德斯丹有限公司,食品工廠,休閒食品,新莊區,五權一路5號6樓之6,,20171225,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A106100600169-00171-1-GHP,18:31.8,24:27.6,NULL
A106100600169,172,專案,食品添加物專案輔導計畫,華森健康國際有限公司,食品工廠,大豆製品,樹林區,俊英街81巷61之2號1樓,,20171225,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A106100600169-00172-1-GHP,18:32.1,24:27.6,NULL
A106100600173,1,調查及追蹤,,大潤發中和店,食品販賣業,大賣場,中和區,中山路2段228號B1樓,,20171019,食品現場稽查紀錄表(GHP),A3,輔導改善,A106100600173-00001-1-GHP,24:11.5,24:27.6,NULL
A106100600174,1,調查及追蹤,,大潤發流通事業股份有限公司景平分公司,食品販賣業,大賣場,中和區,景平路182號B1樓,,20171019,食品現場稽查紀錄表(GHP),A3,輔導改善,A106100600174-00001-1-GHP,24:11.9,24:27.6,NULL
A106100600178,1,民眾檢舉,,豪記燒臘店,餐飲業,一般餐廳,板橋區,重慶路222號,,20171012,食品現場稽查紀錄表(GHP),A3,輔導改善,A106100600178-00001-1-GHP,06:25.3,24:27.6,NULL
A106100600182,1,民眾檢舉,,烹小鮮,餐飲業,一般餐廳,永和區,大新街52巷1弄2號,,20171012,食品現場稽查紀錄表(GHP),B1,不合格,A106100600182-00001-1-GHP,17:57.8,24:27.6,NULL
A106101100209,1,民眾檢舉,,好所在平價熱炒-生猛海鮮,餐飲業,一般餐廳,永和區,永貞路352之1號,,20171016,食品現場稽查紀錄表(GHP),B1,不合格,A106101100209-00001-1-GHP,13:31.8,24:27.6,NULL
A106101100209,3,民眾檢舉,,好所在平價熱炒,餐飲業,一般餐廳,永和區,永貞路352之1號,,20171102,食品現場稽查紀錄表(GHP),B2,複查不合格,A106101100209-00003-1-GHP,19:17.8,24:27.6,NULL
A106101100210,2,民眾檢舉,,牛肉王無國界料理,餐飲業,一般餐廳,中和區,景新街362巷8號,,20171019,食品現場稽查紀錄表(GHP),A3,輔導改善,A106101100210-00002-1-GHP,14:24.3,24:27.6,NULL
A106101100215,1,民眾檢舉,,香港黃記美味燒臘,餐飲業,一般餐廳,永和區,福和路219號,,20171013,食品現場稽查紀錄表(GHP),B1,不合格,A106101100215-00001-1-GHP,16:07.4,24:27.6,NULL
A106101100215,2,民眾檢舉,,香港黃記美味燒臘,餐飲業,一般餐廳,永和區,福和路219號,,20171115,食品現場稽查紀錄表(GHP),B2,複查不合格,A106101100215-00002-1-GHP,19:18.2,24:27.6,NULL
A106101100231,1,民眾檢舉,,饗和民,餐飲業,一般餐廳,林口區,文化三路1段356號2樓,,20171012,食品現場稽查紀錄表(GHP),A3,輔導改善,A106101100231-00001-1-GHP,16:23.9,24:27.6,NULL
A106101100234,1,輿情,,中嘉國際實業,物流業,低溫物流業,八里區,長道坑36之5號,,20171011,食品現場稽查紀錄表(GHP),B1,不合格,A106101100234-00001-1-GHP,18:21.8,24:27.6,NULL
A106101100234,2,輿情,,中嘉國際實業,物流業,低溫物流業,八里區,長道坑36之5號,,20171026,食品現場稽查紀錄表(GHP),A2,複查合格,A106101100234-00002-1-GHP,14:13.9,24:27.6,NULL
A106101200240,1,調查及追蹤,,上林餐飲事業股份有限公司,食品工廠,飲料食品,新店區,寶興路45巷5號1樓,,20171013,食品現場稽查紀錄表(GHP),B1,不合格,A106101200240-00001-1-GHP,14:57.2,24:27.6,NULL
A106101200240,2,調查及追蹤,,上林餐飲事業股份有限公司,食品工廠,飲料食品,新店區,寶興路45巷5號1樓,,20171031,食品現場稽查紀錄表(GHP),A2,複查合格,A106101200240-00002-1-GHP,14:14.2,24:27.6,NULL
A106101200246,1,民眾檢舉,,高師傅手工烘焙坊,其他一般食品製造業,烘焙食品,新店區,北宜路2段535號1樓,,20171017,食品現場稽查紀錄表(GHP),B1,不合格,A106101200246-00001-1-GHP,13:32.1,24:27.6,NULL
A106101200246,3,民眾檢舉,,高師傅手工烘焙坊,其他一般食品製造業,烘焙食品,新店區,北宜路2段535號1樓,,20171106,食品現場稽查紀錄表(GHP),A2,複查合格,A106101200246-00003-1-GHP,13:32.4,24:27.6,NULL
A106101200247,1,民眾檢舉,,米塔手感烘培,其他一般食品製造業,烘焙食品,新店區,民權路40號,,20171013,食品現場稽查紀錄表(GHP),B1,不合格,A106101200247-00001-1-GHP,16:51.6,24:27.6,NULL
A106101200247,2,民眾檢舉,,米塔手感烘培,其他一般食品製造業,烘焙食品,新店區,民權路40號,,20171031,食品現場稽查紀錄表(GHP),A2,複查合格,A106101200247-00002-1-GHP,24:14.7,24:27.6,NULL
A106101200249,1,民眾檢舉,,樂味便當店,餐飲業,一般餐廳,汐止區,大同路2段292號,,20171017,食品現場稽查紀錄表(GHP),B1,不合格,A106101200249-00001-1-GHP,16:52.0,24:27.6,NULL
A106101200249,2,民眾檢舉,,樂味便當店,餐飲業,一般餐廳,汐止區,大同路2段292號,,20171102,食品現場稽查紀錄表(GHP),B2,複查不合格,A106101200249-00002-1-GHP,24:06.1,24:27.6,NULL
A106101200250,1,民眾檢舉,,宥信食品有限公司,食品工廠,烘焙食品,五股區,五工二路105號,,20171013,食品現場稽查紀錄表(GHP),B1,不合格,A106101200250-00001-1-GHP,14:14.9,24:27.6,NULL
A106101200250,2,民眾檢舉,,宥信食品有限公司,食品工廠,烘焙食品,五股區,五工二路105號,,20171101,食品現場稽查紀錄表(GHP),A2,複查合格,A106101200250-00002-1-GHP,13:35.7,24:27.6,NULL
A106101200252,1,民眾檢舉,,無市招民宅,食品工廠,肉及加工品,板橋區,三民路正隆巷2段12弄6號1樓,,20171016,食品現場稽查紀錄表(GHP),B1,不合格,A106101200252-00001-1-GHP,21:38.5,24:27.6,NULL
A106101200252,2,民眾檢舉,,無市招民宅,食品工廠,肉及加工品,板橋區,三民路正隆巷2段12弄6號1樓,,20171031,食品現場稽查紀錄表(GHP),B2,複查不合格,A106101200252-00002-1-GHP,12:33.8,24:27.6,NULL
A106101200253,1,民眾檢舉,,7-ELEVEN遠揚門市,食品販賣業,便利商店,板橋區,南雅南路2段124號,,20171013,食品現場稽查紀錄表(GHP),A3,輔導改善,A106101200253-00001-1-GHP,06:28.8,24:27.6,NULL
A106101200254,1,民眾檢舉,,八方雲集-板橋溪北店,餐飲業,一般餐廳,板橋區,溪北路42之1號,,20171017,食品現場稽查紀錄表(GHP),B1,不合格,A106101200254-00001-1-GHP,14:15.2,24:27.6,NULL
A106101200254,2,民眾檢舉,,八方雲集-板橋溪北店,餐飲業,一般餐廳,板橋區,溪北路42之1號,,20171101,食品現場稽查紀錄表(GHP),B2,複查不合格,A106101200254-00002-1-GHP,16:07.8,24:27.6,NULL
A106101200255,1,民眾檢舉,,幸福高爾夫俱樂部中式餐廳,餐飲業,一般餐廳,林口區,下福71之2號2樓,,20171013,食品現場稽查紀錄表(GHP),B1,不合格,A106101200255-00001-1-GHP,16:08.1,24:27.6,NULL
A106101200255,2,民眾檢舉,,幸福高爾夫俱樂部中式餐廳,餐飲業,一般餐廳,林口區,下福71之2號2樓,,20171115,食品現場稽查紀錄表(GHP),A2,複查合格,A106101200255-00002-1-GHP,16:24.6,24:27.6,NULL
A106101200256,1,民眾檢舉,,天仁茗茶板橋大遠百店,餐飲業,美食街,板橋區,新站路28號B1樓,,20171016,食品現場稽查紀錄表(GHP),A3,輔導改善,A106101200256-00001-1-GHP,16:00.4,24:27.6,NULL
A106101200256,2,民眾檢舉,,Licha芙,餐飲業,美食街,板橋區,新站路28號B1樓,,20171016,食品現場稽查紀錄表(GHP),A1,合格,A106101200256-00002-1-GHP,16:00.8,24:27.6,NULL
A106101200257,1,民眾檢舉,,藏壽司くら寿司,餐飲業,一般餐廳,林口區,文化三路1段356號,林口三井Outlet,20171013,食品現場稽查紀錄表(GHP),A3,輔導改善,A106101200257-00001-1-GHP,06:29.3,24:27.6,NULL
A106101200274,1,民眾檢舉,,阿拉拍奇早餐店,餐飲業,一般餐廳,瑞芳區,明燈路1段171號,,20171016,食品現場稽查紀錄表(GHP),A3,輔導改善,A106101200274-00001-1-GHP,13:32.6,24:27.6,NULL
A106101200291,1,配合經發局稽查,,綠邦商行,食品工廠,水產及加工品,土城區,亞洲路32巷15號1樓,,20171017,食品現場稽查紀錄表(GHP),B1,不合格,A106101200291-00001-1-GHP,22:48.3,24:27.6,NULL
A106101200291,2,配合經發局稽查,,綠邦商行,食品工廠,水產及加工品,土城區,亞洲路32巷15號1樓,,20171023,食品現場稽查紀錄表(GHP),A2,複查合格,A106101200291-00002-1-GHP,14:25.2,24:27.6,NULL
A106101200296,1,調查及追蹤,,口福極品全自助餐,餐飲業,自助餐飲業,中和區,圓通路289號,,20171012,食品現場稽查紀錄表(GHP),B1,不合格,A106101200296-00001-1-GHP,18:22.2,24:27.6,NULL
A106101200296,2,調查及追蹤,,口福極品全自助餐,餐飲業,自助餐飲業,中和區,圓通路289號,,20171023,食品現場稽查紀錄表(GHP),A2,複查合格,A106101200296-00002-1-GHP,15:00.5,24:27.6,NULL
A106101300307,1,民眾檢舉,,巨林美而美,餐飲業,一般餐廳,鶯歌區,德昌街27號1樓,,20171018,食品現場稽查紀錄表(GHP),A3,輔導改善,A106101300307-00001-1-GHP,13:33.0,24:27.6,NULL
A106101300308,1,民眾檢舉,,嘉ㄧ自助餐,餐飲業,自助餐飲業,三峽區,中華路30之3號,,20171017,食品現場稽查紀錄表(GHP),B1,不合格,A106101300308-00001-1-GHP,14:25.6,24:27.6,NULL
A106101300308,2,民眾檢舉,,嘉ㄧ自助餐,餐飲業,自助餐飲業,三峽區,中華路30之3號,,20171102,食品現場稽查紀錄表(GHP),A2,複查合格,A106101300308-00002-1-GHP,13:03.1,24:27.6,NULL
A106101300310,1,民眾檢舉,,金瓜石土雞城,餐飲業,一般餐廳,瑞芳區,山尖路104號,,20171016,食品現場稽查紀錄表(GHP),B1,不合格,A106101300310-00001-1-GHP,14:16.7,24:27.6,NULL
A106101300310,2,民眾檢舉,,金瓜石土雞城,餐飲業,一般餐廳,瑞芳區,山尖路104號,,20171101,食品現場稽查紀錄表(GHP),B2,複查不合格,A106101300310-00002-1-GHP,24:06.4,24:27.6,NULL
A106101300326,1,民眾檢舉,,豬大A豬腳,餐飲業,一般餐廳,板橋區,中山路2段394號,,20171017,食品現場稽查紀錄表(GHP),A3,輔導改善,A106101300326-00001-1-GHP,16:03.9,24:27.6,NULL
A106101300330,1,調查及追蹤,,翡翠灣福華渡假飯店,餐飲業,觀光飯店,萬里區,翡翠路17號,,20171014,食品現場稽查紀錄表(GHP),B1,不合格,A106101300330-00001-1-GHP,15:01.7,24:27.6,NULL
A106101300330,2,調查及追蹤,,桔山餐廳,餐飲業,宴席餐廳(20桌以上),石碇區,楓子林43號,,20171014,食品現場稽查紀錄表(GHP),B1,不合格,A106101300330-00002-1-GHP,18:22.8,24:27.6,NULL
A106101300330,3,調查及追蹤,,翡翠灣福華渡假飯店,餐飲業,觀光飯店,萬里區,翡翠路17號,,20171023,食品現場稽查紀錄表(GHP),A2,複查合格,A106101300330-00003-1-GHP,13:38.0,24:27.6,NULL
A106101300330,4,調查及追蹤,,桔山餐廳,餐飲業,宴席餐廳(20桌以上),石碇區,楓子林43號,,20171019,食品現場稽查紀錄表(GHP),A2,複查合格,A106101300330-00004-1-GHP,15:02.0,24:27.6,NULL
A106101300334,1,民眾檢舉,,台灣薩莉亞餐飲有限公司大坪林分公司,餐飲業,一般餐廳,新店區,民權路25號2樓,,20171017,食品現場稽查紀錄表(GHP),B1,不合格,A106101300334-00001-1-GHP,16:54.3,24:27.6,NULL
A106101300334,2,民眾檢舉,,台灣薩莉亞餐飲有限公司大坪林分公司,餐飲業,一般餐廳,新店區,民權路25號2樓,,20171025,食品現場稽查紀錄表(GHP),B2,複查不合格,A106101300334-00002-1-GHP,14:17.0,24:27.6,NULL
A106101300335,1,民眾檢舉,,牛車水鐵板燒(市招)東苓食品有限公司家樂福樹林店,餐飲業,其他,樹林區,大安路118號,,20171018,食品現場稽查紀錄表(GHP),B1,不合格,A106101300335-00001-1-GHP,13:33.4,24:27.6,NULL
A106101300335,2,民眾檢舉,,牛車水鐵板燒(市招)東苓食品有限公司家樂福樹林店,餐飲業,其他,樹林區,大安路118號,,20171101,食品現場稽查紀錄表(GHP),A2,複查合格,A106101300335-00002-1-GHP,13:33.7,24:27.6,NULL
A106101600349,1,調查及追蹤,,台灣主婦聯盟生產消費合作社,物流業,一般倉儲業,三重區,重新路5段408巷18號,,20171018,食品現場稽查紀錄表(GHP),A3,輔導改善,A106101600349-00001-1-GHP,14:03.0,24:27.6,NULL
